level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
48800,61058,The Original Bronx Oasis-Rustic & Modern (NYC),28065797666,VERIFIED,Ima,Bronx,Unionport,40.82451,-73.85288,United States,US,0,moderate,Entire home/apt,2009.0,889,$178 ,3.0,35.0,12/17/2021
48801,61059,Fan&ChillUpstairs,68735893078,VERIFIED,Jotham,Brooklyn,East Flatbush,40.64309,-73.94604,United States,US,0,flexible,Private room,2010.0,1004,$201 ,3.0,7.0,12/17/2021
48802,61060,Homey Upper East Side studio - E94 (30 days MIN),76511612206,UNCONFIRMED,Sol,Manhattan,Upper East Side,40.78287,-73.9451,United States,US,1,strict,Entire home/apt,2006.0,417,$83 ,30.0,1.0,12/17/2021
48803,61061,The Grand Executive,1908610845,UNCONFIRMED,Stay With Vibe,Manhattan,Murray Hill,40.7493,-73.97873,United States,US,0,flexible,Entire home/apt,2013.0,672,$134 ,30.0,4.0,12/17/2021
48804,61063,138 Bowery-Modern King Studio,37182956112,VERIFIED,Jeniffer,Manhattan,Chinatown,40.71862,-73.99574,United States,US,0,strict,Private room,2007.0,590,$118 ,15.0,3.0,12/17/2021
48805,61064,"Two bedroom , In Rockaways, Jacuzzi tub, get away.",36045930941,VERIFIED,John,Queens,Rockaway Beach,40.58894,-73.81204,United States,US,1,moderate,Entire home/apt,2009.0,503,$101 ,2.0,41.0,12/17/2021
48806,61065,Clean private room. Close to L M train.,82611531228,VERIFIED,Jose,Queens,Ridgewood,40.69857,-73.90181,United States,US,0,strict,Private room,2017.0,630,$126 ,2.0,14.0,12/17/2021
48807,61066,"Large 2 bedroom apt, steps from Prospect Park.",74224505143,VERIFIED,Maureen,Brooklyn,Flatbush,40.65031,-73.96246,United States,US,1,flexible,Entire home/apt,2012.0,997,$199 ,30.0,2.0,12/17/2021
48808,61067,Center of a lively area of Upper West Side,1962219510,VERIFIED,Neil,Manhattan,Upper West Side,40.78394,-73.9749,United States,US,1,strict,Private room,2019.0,961,$192 ,1.0,31.0,12/17/2021
48809,61068,Little cave in the middle of Williamsburg,63387267858,VERIFIED,Arty,Brooklyn,Williamsburg,40.71565,-73.96623,United States,US,1,moderate,Private room,2012.0,941,$188 ,2.0,13.0,12/17/2021
48810,61069,Midtown Designer large studio Doorman Elevator,47797089416,UNCONFIRMED,Peiyu,Manhattan,Murray Hill,40.74994,-73.98043,United States,US,1,moderate,Entire home/apt,2010.0,178,$36 ,75.0,2.0,12/17/2021
48811,61070,Hidden Gem of Williamsburg,33560610494,UNCONFIRMED,Serghei,Brooklyn,Williamsburg,40.71947,-73.96426,United States,US,0,strict,Entire home/apt,2010.0,415,$83 ,31.0,1.0,12/17/2021
48812,61071,CREATIVE SPACE (NYC MUSIC HOUSE) Room-B,75644650810,VERIFIED,Mike,Manhattan,Harlem,40.81209,-73.95398,United States,US,0,strict,Private room,2011.0,311,$62 ,5.0,9.0,12/17/2021
48813,61072,LUXURY 2 BED! NEW BLDING! Gym/Roof! Close Trains!,40866969265,UNCONFIRMED,Tom,Brooklyn,Williamsburg,40.70667,-73.9507,United States,US,0,strict,Entire home/apt,2020.0,527,$105 ,4.0,1.0,12/17/2021
48814,61073,Lennox Hill - Cozy 2 bedrooms apartment!,79195037222,UNCONFIRMED,Emma Shalom,Manhattan,Upper East Side,40.76026,-73.96244,United States,US,1,strict,Entire home/apt,2020.0,380,$76 ,30.0,2.0,12/17/2021
48815,61074,UNTITLED at Freeman-Cozy Studio 506,56470783746,VERIFIED,Karen,Manhattan,Lower East Side,40.72075,-73.992,United States,US,1,flexible,Entire home/apt,2017.0,780,$156 ,2.0,9.0,12/17/2021
48816,61075,Park Bedroom Near Central Park w/ Washer,2035513054,VERIFIED,Patti & Kat,Manhattan,Upper West Side,40.79957,-73.96581,United States,US,1,strict,Private room,2016.0,450,$90 ,2.0,6.0,12/17/2021
48817,61076,Long term apt 40 mins  NYC/St. John's University,73191821464,UNCONFIRMED,Deborah,Queens,Jamaica Hills,40.71727,-73.7965,United States,US,1,moderate,Entire home/apt,2019.0,1050,$210 ,30.0,1.0,12/17/2021
48818,61077,Bright Private BR in Brooklyn,5375291515,VERIFIED,Alex And Vlada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94999,United States,US,0,flexible,Private room,2012.0,1197,$239 ,30.0,1.0,12/17/2021
48819,61078,Queen Size Private Room Near Central Park,9247128597,VERIFIED,Michael,Manhattan,Upper East Side,40.76974,-73.95746,United States,US,1,flexible,Private room,2013.0,1130,$226 ,2.0,4.0,12/17/2021
48820,61079,Updated Studio 25 min from Downtown Brooklyn,98503503035,VERIFIED,Cyril,Brooklyn,East New York,40.67269,-73.86966,United States,US,1,strict,Entire home/apt,2013.0,849,$170 ,2.0,1.0,12/17/2021
48821,61080,1 bedroom with private bathroom,44485289933,VERIFIED,Ashwin,Queens,Ozone Park,40.68345,-73.83818,United States,US,0,moderate,Private room,2009.0,918,$184 ,1.0,4.0,12/17/2021
48822,61081,Sun-Drenched Room w/PRIVATE BALCONY (Williamsburg),6721606134,VERIFIED,Michael,Brooklyn,Williamsburg,40.71094,-73.96227,United States,US,1,strict,Private room,2011.0,855,$171 ,2.0,4.0,12/17/2021
48823,61082,UNTITLED at Freeman-Charming Studio 318,96140866067,UNCONFIRMED,Karen,Manhattan,Lower East Side,40.72101,-73.99216,United States,US,0,moderate,Entire home/apt,2007.0,579,$116 ,1.0,11.0,12/17/2021
48824,61083,✨ TWO Bedroom Monthly Rental | UES 74th st✨,46378470930,UNCONFIRMED,Dionisio & JC,Manhattan,Upper East Side,40.77095,-73.95877,United States,US,1,flexible,Entire home/apt,2015.0,1127,$225 ,30.0,1.0,12/17/2021
48825,61084,1-Bedroom Rental steps from 2/3 express stop,4551077184,UNCONFIRMED,Abe,Manhattan,Upper West Side,40.79482,-73.96996,United States,US,0,strict,Private room,2015.0,415,$83 ,1.0,2.0,12/17/2021
48826,61085,Luxury Modern 1 Bedroom Apartment in Midtown East,59783722285,UNCONFIRMED,Dhawal,Manhattan,Midtown,40.75245,-73.97027,United States,US,1,flexible,Entire home/apt,2012.0,97,$19 ,1.0,2.0,12/17/2021
48827,61086,Superior @ Box House,57611120675,UNCONFIRMED,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,United States,US,0,strict,Hotel room,2008.0,246,$49 ,3.0,19.0,12/16/2021
48828,61087,Private E. Village Townhouse Stay,74720175816,VERIFIED,Donna,Manhattan,East Village,40.72752,-73.98581,United States,US,1,moderate,Private room,2016.0,570,$114 ,3.0,197.0,12/16/2021
48829,61088,Cozy studio Apartment in Upper East,88081838860,UNCONFIRMED,Mat,Manhattan,East Harlem,40.78923,-73.946,United States,US,1,flexible,Entire home/apt,2018.0,639,$128 ,30.0,119.0,12/16/2021
48830,61089,Large Private Midtown Room!,49165299509,UNCONFIRMED,J,Manhattan,Hell's Kitchen,40.75622,-73.99455,United States,US,0,moderate,Private room,2019.0,990,$198 ,4.0,150.0,12/16/2021
48831,61090,Large 2 BDRM @ McCarren Park!!,67644763118,UNCONFIRMED,Pete,Brooklyn,Williamsburg,40.719,-73.94831,United States,US,0,moderate,Entire home/apt,2015.0,53,$11 ,30.0,77.0,12/16/2021
48832,61091,Newly renovated house,39558908288,VERIFIED,Rhonda,Brooklyn,Bedford-Stuyvesant,40.68892,-73.94484,United States,US,0,flexible,Entire home/apt,2011.0,489,$98 ,3.0,148.0,12/16/2021
48833,61092,Private Apt in Trendy Cobble Hill,61972569564,VERIFIED,Sam,Brooklyn,Carroll Gardens,40.68452,-73.99093,United States,US,0,flexible,Entire home/apt,2017.0,1187,$237 ,30.0,94.0,12/16/2021
48834,61093,Modern Apartment w/Private Entry + Full Kitchen,77483518482,UNCONFIRMED,Anne,Brooklyn,Bedford-Stuyvesant,40.6825,-73.95038,United States,US,0,strict,Entire home/apt,2022.0,596,$119 ,30.0,136.0,12/16/2021
48835,61094,Location Vera Meli,74248030433,UNCONFIRMED,Petya,Queens,Woodside,40.75482,-73.90828,United States,US,0,strict,Private room,2012.0,994,$199 ,30.0,13.0,12/16/2021
48836,61095,Quiet bedroom in a zero-waste household.,45455805858,UNCONFIRMED,Dana,Queens,Ridgewood,40.70899,-73.9027,United States,US,0,flexible,Private room,2021.0,1008,$202 ,15.0,43.0,12/16/2021
48837,61096,Times Square room with private bath,50963987492,VERIFIED,Troy,Manhattan,Theater District,40.75882,-73.98362,United States,US,1,moderate,Private room,2011.0,900,$180 ,30.0,153.0,12/16/2021
48838,61097,Tranquility On Riverside,97366114292,VERIFIED,Byron,Manhattan,Harlem,40.82338,-73.95462,United States,US,1,strict,Private room,2020.0,533,$107 ,30.0,18.0,12/16/2021
48839,61098,Stylish Williamsburg 1BR w/ Roof Deck,9979228510,VERIFIED,Liz,Brooklyn,Williamsburg,40.71749,-73.9541,United States,US,1,moderate,Entire home/apt,2006.0,628,$126 ,44.0,15.0,12/16/2021
48840,61099,Convenient New York Room. Full-Size Bed Near 69St,24701079904,UNCONFIRMED,Kaz,Queens,Woodside,40.74191,-73.89255,United States,US,0,strict,Private room,2010.0,350,$70 ,30.0,4.0,12/16/2021
48841,61100,1 Bdrm Apt Close to Manhattan Residential Area,63353292291,VERIFIED,Dimitri,Staten Island,Shore Acres,40.60616,-74.06887,United States,US,0,strict,Entire home/apt,2008.0,846,$169 ,3.0,3.0,12/16/2021
48842,61101,1 bedroom Apartment.,37684178558,UNCONFIRMED,Ife,Queens,Edgemere,40.5945,-73.77521,United States,US,0,flexible,Entire home/apt,2019.0,86,$17 ,4.0,7.0,12/16/2021
48843,61102,Paradise in NYC,15971650501,UNCONFIRMED,Xie,Brooklyn,Flatlands,40.62804,-73.9303,United States,US,1,strict,Private room,2022.0,1021,$204 ,3.0,18.0,12/16/2021
48844,61103,Luxury Cozy Brownstone Home - Walk to Everything,19311362080,UNCONFIRMED,Crystal,Manhattan,Murray Hill,40.74908,-73.9811,United States,US,1,flexible,Entire home/apt,2012.0,964,$193 ,30.0,10.0,12/16/2021
48845,61104,The Comfort Hideout,54001463211,UNCONFIRMED,Ian,Brooklyn,East New York,40.67421,-73.86193,United States,US,0,strict,Entire home/apt,2014.0,920,$184 ,30.0,20.0,12/16/2021
48846,61105,138 Bowery-Modern Queen Studio,92702473591,UNCONFIRMED,Jeniffer,Manhattan,Lower East Side,40.71868,-73.99371,United States,US,0,strict,Entire home/apt,2017.0,706,$141 ,15.0,7.0,12/16/2021
48847,61106,A+ Location Comfort Stay Studio(Queen & Twin Bed),56450226960,UNCONFIRMED,Nomad,Manhattan,Midtown,40.74637,-73.98726,United States,US,0,strict,Entire home/apt,2017.0,257,$51 ,7.0,17.0,12/16/2021
48848,61107,Luxury 1 BR Condo in Upper East near Central Park,69882299412,VERIFIED,Jose,Manhattan,Upper East Side,40.76055,-73.95779,United States,US,1,strict,Entire home/apt,2020.0,576,$115 ,5.0,10.0,12/16/2021
48849,61110,2 Min walk to Central park and 1 min to 2/3 subway,18448537916,VERIFIED,Nico,Manhattan,Harlem,40.79964,-73.95154,United States,US,0,strict,Private room,2013.0,1049,$210 ,30.0,2.0,12/16/2021
48850,61111,"Spacious 2BR in Ridgewood Near Train, Great price!",85217817059,VERIFIED,Carmen,Queens,Ridgewood,40.70807,-73.91332,United States,US,0,strict,Entire home/apt,2005.0,1173,$235 ,28.0,2.0,12/16/2021
48851,61112,Central Park Panoramic View - World Class Service,54817311673,UNCONFIRMED,Mackenzie,Manhattan,Midtown,40.76816,-73.98119,United States,US,1,strict,Entire home/apt,2016.0,203,$41 ,1.0,1.0,12/16/2021
48852,61113,CHARM and COZY*5TH FLOOR*STUDIO FOR 5 PEOPLE,21450585716,UNCONFIRMED,Val,Manhattan,Midtown,40.74834,-73.98818,United States,US,0,flexible,Entire home/apt,2008.0,223,$45 ,1.0,4.0,12/16/2021
48853,61114,Luxury Double King Studio | Mott Haven Manhattan,5973430419,VERIFIED,Global Luxury Suites,Bronx,Mott Haven,40.81215,-73.93107,United States,US,0,moderate,Entire home/apt,2010.0,711,$142 ,5.0,5.0,12/16/2021
48854,61115,"Cozy Room near RUMC (2nd floor, Room 3)",31808764127,UNCONFIRMED,Ervis,Staten Island,Randall Manor,40.63491,-74.11408,United States,US,1,moderate,Private room,2013.0,519,$104 ,14.0,1.0,12/16/2021
48855,61116,"Newly Renovated Room Near RUMC (2nd floor, Room 2)",44705952976,VERIFIED,Ervis,Staten Island,West Brighton,40.63453,-74.11554,United States,US,1,flexible,Private room,2018.0,1124,$225 ,14.0,1.0,12/16/2021
48856,61117,Pied-à-terre Manhattan. Steps to Central Park,54642814850,VERIFIED,Dave,Manhattan,Midtown,40.76472,-73.9796,United States,US,0,moderate,Entire home/apt,2019.0,494,$99 ,30.0,1.0,12/16/2021
48857,61118,Espacio acogedor ideal para conocer áreas de NY,18663159857,UNCONFIRMED,Priscila,Queens,Flushing,40.76119,-73.80413,United States,US,1,moderate,Private room,2009.0,622,$124 ,2.0,2.0,12/16/2021
48858,61119,Girls only shared room,94343883401,VERIFIED,Hailey Gokhan,Manhattan,Upper East Side,40.77121,-73.95217,United States,US,1,strict,Shared room,2006.0,297,$59 ,2.0,2.0,12/16/2021
48859,61120,Modern Apartment in Luxury Doorman Building,51997502901,VERIFIED,Sherry,Manhattan,Gramercy,40.73821,-73.98177,United States,US,0,moderate,Entire home/apt,2022.0,286,$57 ,2.0,1.0,12/16/2021
48860,61121,A nice quiet room in Manhattan,22980589497,UNCONFIRMED,Jay,Manhattan,East Harlem,40.80123,-73.94238,United States,US,1,moderate,Private room,2003.0,641,$128 ,2.0,49.0,12/15/2021
48861,61122,"Spacious 1 bedroom, prime location.",90979603955,VERIFIED,Al,Manhattan,Hell's Kitchen,40.76304,-73.99319,United States,US,0,flexible,Entire home/apt,2014.0,520,$104 ,5.0,47.0,12/15/2021
48862,61123,"Private Artsy Apt, Secret Garden, 18"" to Wall St",89321093625,UNCONFIRMED,Dian,Brooklyn,Bedford-Stuyvesant,40.68168,-73.92981,United States,US,0,strict,Entire home/apt,2020.0,290,$58 ,30.0,93.0,12/15/2021
48863,61124,Child-friendly 2BR w/ Yard access and Free Parking,23517855705,UNCONFIRMED,Benjamin,Brooklyn,Bedford-Stuyvesant,40.68397,-73.93911,United States,US,0,flexible,Entire home/apt,2004.0,129,$26 ,30.0,231.0,12/15/2021
48864,61125,Magical Oasis in Bushwick! 20 min to City,30905695922,UNCONFIRMED,Leah,Brooklyn,Bushwick,40.69897,-73.92241,United States,US,1,strict,Entire home/apt,2004.0,879,$176 ,14.0,63.0,12/15/2021
48865,61126,NY Queens Penthouse Share = 1BR aka Brooklyn Room,26264930657,UNCONFIRMED,Iris,Queens,Kew Gardens,40.70837,-73.83065,United States,US,1,flexible,Private room,2019.0,229,$46 ,30.0,21.0,12/15/2021
48866,61127,2nd  Floor Limestone Apt. Great for Large Groups,7699294578,VERIFIED,Deb,Brooklyn,Prospect-Lefferts Gardens,40.66165,-73.95659,United States,US,1,flexible,Entire home/apt,2014.0,870,$174 ,3.0,88.0,12/15/2021
48867,61128,NY Queens Penthouse = 1MASTER aka Manhattan Room,26964985599,UNCONFIRMED,Iris,Queens,Kew Gardens,40.70836,-73.83026,United States,US,0,flexible,Private room,2015.0,916,$183 ,30.0,10.0,12/15/2021
48868,61129,"Sunny, quiet and spacious Bedroom",83066957759,UNCONFIRMED,Vanessa,Brooklyn,Greenpoint,40.72418,-73.94638,United States,US,1,strict,Private room,2013.0,1171,$234 ,3.0,70.0,12/15/2021
48869,61130,Cozy WFH Room in Amazing East Village Apt (Room B),76069930416,VERIFIED,Casey,Manhattan,East Village,40.72505,-73.9837,United States,US,0,moderate,Private room,2003.0,185,$37 ,1.0,26.0,12/15/2021
48870,61131,"Floor-Thru,  One BR + Loft -- 23 Mins to Manhattan",43042230666,UNCONFIRMED,Margareth,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95301,United States,US,1,moderate,Entire home/apt,2010.0,670,$134 ,30.0,6.0,12/15/2021
48871,61132,Hotel 31 Double Room Shared Bathroom,91586963003,VERIFIED,Ruth,Manhattan,Kips Bay,40.74415,-73.98099,United States,US,1,moderate,Private room,2007.0,236,$47 ,28.0,20.0,12/15/2021
48872,61133,Spacious private room Jackson Hts. Steps to subway!,48492961348,UNCONFIRMED,Kaz,Queens,Jackson Heights,40.74915,-73.88001,United States,US,0,strict,Private room,2010.0,776,$155 ,30.0,4.0,12/15/2021
48873,61134,"Upper Manhattan room like a studio ""White room""",249807593,UNCONFIRMED,M,Manhattan,Washington Heights,40.84602,-73.93528,United States,US,1,flexible,Private room,2015.0,516,$103 ,7.0,11.0,12/15/2021
48874,61135,Sumptuous Brownstone Apt in the Heart Fort Greene,57220619204,UNCONFIRMED,Rr,Brooklyn,Fort Greene,40.68916,-73.97762,United States,US,0,moderate,Entire home/apt,2020.0,1180,$236 ,30.0,73.0,12/15/2021
48875,61136,"Charming, East Village One Bedroom",91858851783,UNCONFIRMED,Barrett,Manhattan,East Village,40.72883,-73.98283,United States,US,0,flexible,Entire home/apt,2005.0,612,$122 ,4.0,7.0,12/15/2021
48876,61137,Charming and Spacious Harlem Nest,80920348065,VERIFIED,Qai,Manhattan,Harlem,40.80289,-73.95361,United States,US,1,strict,Private room,2006.0,189,$38 ,30.0,7.0,12/15/2021
48877,61138,Perfect 2 Bedroom w/ 3 Beds Sleeps 6 Near Q Train,4531186223,UNCONFIRMED,J,Manhattan,Upper East Side,40.77115,-73.95639,United States,US,0,moderate,Entire home/apt,2018.0,1144,$229 ,30.0,11.0,12/15/2021
48878,61139,"Affordable, flexible private room in Jackson Hts",85192747357,UNCONFIRMED,Kaz,Queens,Jackson Heights,40.74974,-73.87934,United States,US,1,strict,Private room,2012.0,1110,$222 ,30.0,4.0,12/15/2021
48879,61140,Queens Apartment Close to Historic Forest Hills,88400233109,VERIFIED,Anita,Queens,Kew Gardens Hills,40.72708,-73.829,United States,US,0,moderate,Entire home/apt,2016.0,976,$195 ,7.0,1.0,12/15/2021
48880,61141,Perfect Studio on Upper East Side (30 days MIN),18455517344,UNCONFIRMED,The Local Stay,Manhattan,Upper East Side,40.78411,-73.9486,United States,US,1,flexible,Entire home/apt,2018.0,621,$124 ,30.0,4.0,12/15/2021
48881,61142,Newly reno Prime Upper East ~W/D in unit~ Elevator,346734753,UNCONFIRMED,Jt,Manhattan,Upper East Side,40.76995,-73.95822,United States,US,0,moderate,Entire home/apt,2015.0,590,$118 ,30.0,4.0,12/15/2021
48882,61143,"Hudson Yards 4bdr, 33C",78764262556,VERIFIED,Hudson,Manhattan,Hell's Kitchen,40.75637,-73.99707,United States,US,1,flexible,Entire home/apt,2009.0,428,$86 ,2.0,15.0,12/15/2021
48883,61144,Private bedroom~close to all~tons of parking!,89608711321,UNCONFIRMED,Dee,Queens,Fresh Meadows,40.75096,-73.78733,United States,US,1,moderate,Private room,2011.0,393,$79 ,18.0,6.0,12/15/2021
48884,61145,"The Quick Get Away. ""Enhance cleaning/sanitizing.""",81820390529,UNCONFIRMED,Leyland,Bronx,Hunts Point,40.81901,-73.88569,United States,US,1,flexible,Entire home/apt,2022.0,660,$132 ,4.0,10.0,12/15/2021
48885,61146,Perfect Work From Home Studio in East Village NYU,89613495923,VERIFIED,Jeremy,Manhattan,East Village,40.72759,-73.98681,United States,US,1,flexible,Entire home/apt,2007.0,745,$149 ,60.0,3.0,12/15/2021
48886,61147,#306 Furnished studio in the heart of Manhattan!,71311604278,UNCONFIRMED,Best Inns USA,Manhattan,East Village,40.73247,-73.98739,United States,US,1,strict,Entire home/apt,2022.0,141,$28 ,30.0,2.0,12/15/2021
48887,61148,Lovely three bedroom unit with patio balcony,32403308103,UNCONFIRMED,Richardene,Manhattan,East Harlem,40.80148,-73.94311,United States,US,1,moderate,Entire home/apt,2012.0,924,$185 ,4.0,8.0,12/15/2021
48888,61149,Sweet bright spot 1BR  Ft Greene park private apt,80891528048,VERIFIED,Ava,Brooklyn,Fort Greene,40.68826,-73.97431,United States,US,1,strict,Entire home/apt,2007.0,574,$115 ,30.0,3.0,12/15/2021
48889,61150,Boutique Hotel Room w/ Private Balcony | Lower East Side,50805286719,UNCONFIRMED,Blue Moon,Manhattan,Lower East Side,40.7195,-73.99005,United States,US,0,flexible,Entire home/apt,2007.0,930,$186 ,1.0,2.0,12/15/2021
48890,61151,Beautiful Private Room with King Bed,47208775820,UNCONFIRMED,Chii,Manhattan,Harlem,40.82202,-73.95601,United States,US,1,strict,Private room,2015.0,942,$188 ,2.0,3.0,12/15/2021
48891,61152,Quiet Oasis in the Heart of Historical Harlem,30243056502,VERIFIED,Yusuf,Manhattan,Harlem,40.81619,-73.94094,United States,US,0,flexible,Entire home/apt,2015.0,589,$118 ,2.0,3.0,12/15/2021
48892,61153,"Spacious Private bath Brooklyn near F,G trains",90782767239,UNCONFIRMED,Chida,Brooklyn,Kensington,40.64299,-73.97965,United States,US,1,strict,Private room,2018.0,286,$57 ,30.0,1.0,12/15/2021
48893,61154,2 bedroom beach apartment w/ yard,10362304206,VERIFIED,Elizabeth,Queens,Rockaway Beach,40.585,-73.8136,United States,US,0,strict,Entire home/apt,2007.0,1003,$201 ,2.0,3.0,12/15/2021
48894,61155,Lucys place,28811291502,UNCONFIRMED,Luz,Manhattan,Inwood,40.86277,-73.92271,United States,US,1,flexible,Private room,2017.0,197,$39 ,1.0,5.0,12/15/2021
48895,61156,Great One Bedroom  Apartment Next  Empire State #9,36565713970,UNCONFIRMED,Alberto Fernando,Manhattan,Midtown,40.74776,-73.98696,United States,US,1,flexible,Entire home/apt,2020.0,221,$44 ,1.0,4.0,12/15/2021
48896,61157,Esmeralda Room,44022551854,VERIFIED,Rosa,Queens,South Ozone Park,40.6736,-73.81504,United States,US,0,flexible,Private room,2014.0,50,$10 ,1.0,1.0,12/15/2021
48897,61158,Quiet Private Room in The Lower East Side,23253284091,VERIFIED,Arthur,Manhattan,Chinatown,40.716,-73.99265,United States,US,1,moderate,Private room,2008.0,447,$89 ,6.0,2.0,12/15/2021
48898,61159,Chelsea 3rd floor 1 Bedroom,53320092982,UNCONFIRMED,Daniella,Manhattan,Chelsea,40.73909,-73.99941,United States,US,1,flexible,Entire home/apt,2020.0,167,$33 ,5.0,1.0,12/15/2021
48899,61160,Cafe Cluny- west 4th street studio,72332265837,VERIFIED,Daniella,Manhattan,West Village,40.73661,-74.00289,United States,US,0,flexible,Entire home/apt,2003.0,1053,$211 ,10.0,1.0,12/15/2021
48900,61161,Lovely Private Bedroom near the Botanical Garden,43028286881,VERIFIED,Sheila,Brooklyn,Crown Heights,40.6665,-73.95569,United States,US,1,flexible,Private room,2016.0,453,$91 ,2.0,3.0,12/15/2021
